"student_id","wage_q1","wage_q2","wage_q3","wage_q4","wage_q5","wage_q6","wage_q7","wage_q8","wage_q9","wage_q10","wage_q11","wage_q12","wage_q13","wage_q14","wage_q15","wage_q16","wage_q17","wage_q18","wage_q19","wage_q20","wage_q21","wage_q22","wage_q23","wage_q24","wage_q25","wage_q26","wage_q27","wage_q28"
"STU000152",4312,8606,4131,4814,5180,NA,4951,7150,7293,5581,2920,NA,NA,NA,NA,NA,6617,7886,10424,7713,8186,7082,3963,4670,7061,3363,8838,7727
"STU000153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9475,13061
"STU000154",9771,15838,13181,NA,NA,NA,8290,15393,6977,7315,8647,10625,8612,NA,7733,NA,NA,NA,NA,NA,NA,NA,8560,NA,12047,6497,25509,16352
"STU000155",14958,NA,NA,NA,NA,NA,NA,12221,20719,6897,10634,13149,13029,NA,NA,21951,NA,NA,15878,13405,10615,18519,13263,11430,15996,7847,10528,17231
"STU000156",6359,NA,9567,10860,5532,13919,7615,13746,5285,NA,13435,24122,17800,11459,10023,13419,17909,NA,18029,NA,NA,NA,23529,18017,17776,23623,15847,25271
"STU000157",20843,11260,9839,7359,6264,NA,NA,NA,9201,7371,12933,7038,NA,NA,NA,NA,NA,13410,16957,9067,NA,NA,NA,NA,NA,NA,15154,7930
"STU000158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000159",5680,5139,NA,NA,8290,10018,5353,6547,NA,NA,NA,8683,10113,10504,NA,NA,NA,NA,NA,NA,NA,17210,NA,NA,NA,19075,13787,NA
"STU000160",NA,NA,NA,NA,NA,17506,14058,10388,10392,14919,NA,NA,NA,NA,NA,NA,11106,14111,15497,14784,NA,NA,15764,21962,15783,10345,22322,14043
"STU000161",6108,9093,11312,11458,7790,10833,NA,9013,5742,NA,13332,8349,9429,11791,10629,14014,NA,8312,NA,NA,10231,9678,NA,8139,NA,NA,NA,NA
"STU000162",NA,NA,NA,15853,NA,NA,NA,NA,NA,7289,11770,9828,15597,NA,NA,9123,15941,14987,11798,13704,14950,13636,12421,10328,18969,NA,10448,12541
"STU000163",8582,NA,4774,8022,3988,6625,NA,NA,9297,10732,NA,NA,NA,NA,6266,4977,NA,NA,NA,NA,NA,NA,NA,NA,NA,12300,7044,7828
"STU000164",9020,2969,4063,NA,NA,5942,3652,NA,4632,8084,11010,6780,11493,NA,NA,10261,13268,NA,15565,6974,11621,8865,8962,NA,11793,13034,13647,10103
"STU000165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13432,19965,NA,NA,NA,NA,14628,NA,NA,NA
"STU000169",NA,NA,NA,NA,NA,15788,6595,7066,NA,NA,NA,NA,NA,NA,NA,10869,9561,10121,7918,10519,NA,13216,NA,NA,NA,NA,NA,7482
"STU000170",NA,NA,NA,NA,8621,NA,6730,8566,10215,NA,11582,NA,NA,NA,NA,NA,NA,NA,9949,12964,10506,NA,20270,13329,14419,16385,16225,14235
"STU000171",9436,6536,9891,14600,14932,10316,8225,12778,NA,NA,NA,NA,NA,NA,14200,NA,12736,9523,NA,NA,NA,NA,NA,NA,14780,12892,10415,10240
"STU000172",NA,NA,NA,7329,9877,9671,7513,14509,10704,8157,NA,NA,NA,18056,13514,10359,NA,NA,9968,5718,11952,8910,12486,NA,NA,NA,NA,NA
"STU000173",8482,8380,13139,10297,20302,16918,15603,12289,NA,NA,NA,18352,19118,25193,27948,18732,19030,21457,NA,NA,16637,19985,24520,14224,24114,20876,21856,NA
"STU000174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8340,13502,14802,19249,12350,28587,10838,18467,24038,15453
"STU000175",9182,12130,NA,NA,NA,NA,NA,NA,NA,NA,NA,14502,25634,31296,23386,14153,26458,20568,NA,21879,17988,19918,17818,27904,26176,21601,27971,30314
"STU000176",9407,12161,14142,8803,6701,15198,5147,NA,9494,8912,NA,8799,7825,8607,NA,NA,NA,NA,NA,NA,10065,11093,NA,NA,NA,9101,10385,15443
"STU000177",10279,8707,NA,NA,NA,NA,NA,NA,16281,NA,12421,NA,NA,NA,17505,22155,11501,13077,10918,14883,20336,13484,9384,14380,15290,11961,11524,NA
"STU000178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11386,17836,14084,NA,11707,11910,NA,NA,NA
"STU000179",9905,NA,6116,15772,5229,4432,NA,NA,7305,6451,6091,NA,NA,NA,NA,NA,9530,10925,19783,NA,NA,NA,12471,13230,13623,NA,NA,NA
"STU000180",16781,12134,10025,14247,25486,11679,11404,10725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23805,40853,30775,NA,NA,NA,NA,15224,NA,NA
"STU000181",NA,11515,11776,6849,6539,7838,4509,NA,3379,8982,NA,NA,NA,6943,9209,6925,NA,7930,NA,11377,NA,NA,NA,NA,NA,NA,NA,NA
"STU000182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12608,21715,NA,NA,NA,9886,13022,21561
"STU000183",8736,7512,11042,NA,10813,6217,5779,7535,9806,10875,12273,6808,17362,9924,13649,11875,14296,NA,12000,12668,16605,10496,16037,NA,12513,17140,10416,NA
"STU000184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11047,14462,17473,NA,NA,NA,30437
"STU000185",7635,9713,9432,8996,11992,11814,8464,NA,NA,NA,15784,24093,NA,NA,NA,11728,10522,21013,NA,NA,NA,13206,16586,15858,16447,NA,NA,NA
"STU000186",10653,9266,NA,NA,NA,NA,5912,11893,9547,10228,11197,10621,14252,15131,14606,7452,7522,14215,8693,NA,NA,NA,12793,16441,10611,15653,8585,11785
"STU000187",7534,6720,8056,NA,9614,8207,9029,4199,7240,8793,11290,6626,8402,9237,11489,NA,11071,6861,10110,9293,8471,8049,6912,NA,NA,NA,NA,NA
"STU000188",NA,8915,18328,15902,7532,NA,10502,NA,NA,NA,7092,12353,6894,18296,9317,12724,15761,20859,9971,20727,NA,16345,18491,27847,15495,21219,NA,NA
"STU000189",9078,NA,13449,8397,10765,NA,7913,6563,NA,NA,NA,11899,6418,17097,12146,8896,12947,13038,10765,19884,10203,11515,10595,7925,NA,NA,13088,18984
"STU000190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000191",NA,NA,NA,NA,NA,7513,7585,5819,7542,5844,6264,8473,8679,6117,7647,12929,8884,7442,9420,12067,11174,NA,12159,NA,8606,12589,12274,13245
"STU000192",12339,9059,NA,NA,8759,7286,7270,NA,NA,NA,NA,NA,NA,NA,13566,9664,NA,NA,NA,18128,10294,11945,12369,NA,NA,NA,14968,8503
"STU000193",NA,NA,NA,NA,NA,6836,6051,8808,8333,11071,9776,16644,11632,7850,NA,6783,8632,NA,NA,NA,5727,7734,NA,NA,NA,NA,NA,NA
"STU000194",NA,NA,NA,NA,NA,NA,5644,6467,NA,NA,NA,NA,NA,11085,9933,NA,NA,NA,9526,9312,13662,10697,NA,NA,14758,12450,6888,8484
"STU000195",NA,NA,5148,9522,NA,5698,6224,13640,NA,NA,NA,NA,NA,NA,NA,12738,6437,NA,NA,NA,NA,15467,NA,10680,13459,11621,6243,17208
"STU000196",NA,NA,NA,NA,NA,NA,6790,9120,NA,19813,9985,NA,NA,NA,13036,6008,8696,NA,NA,NA,NA,NA,NA,23031,18414,NA,NA,NA
"STU000197",NA,NA,9696,NA,5574,6294,5307,4305,6487,8820,6916,5933,9280,10343,5894,5799,NA,NA,NA,NA,9294,6594,NA,6505,NA,5889,9803,12023
"STU000198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19658,25902,24029,17855,19495
"STU000199",5133,NA,NA,10680,3712,5136,NA,NA,NA,NA,NA,8776,8552,NA,NA,7789,10222,6971,5861,6790,6383,NA,NA,NA,NA,7233,6820,8641
"STU000200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23729,15009,NA,9866,12661,12035,NA,NA
"STU000201",7384,10309,13048,10703,9458,8593,NA,21851,NA,NA,NA,NA,NA,NA,13232,18432,12328,NA,NA,NA,NA,NA,NA,NA,NA,14737,11446,20021
"STU000202",11822,11626,11186,11821,9535,NA,13289,12770,10749,10630,8003,7237,14471,15577,9975,NA,NA,6091,NA,NA,NA,NA,NA,15248,9660,13996,NA,NA
"STU000203",NA,NA,14224,9513,9704,NA,NA,NA,NA,NA,19054,21198,NA,NA,NA,10190,NA,NA,NA,NA,9303,13108,17135,14625,NA,NA,12418,12642
"STU000204",12402,10636,9505,12116,18663,NA,NA,11939,NA,NA,NA,NA,12534,8243,12221,12939,13418,12339,11626,11876,13683,13431,12039,14930,NA,17371,11730,16266
"STU000205",10814,NA,NA,NA,6198,6929,NA,6597,NA,5718,11879,6823,19611,5217,7044,13616,14401,NA,NA,31943,9726,13400,18252,15909,15901,NA,NA,NA
"STU000206",4516,NA,6516,9392,6157,NA,15974,NA,19182,10797,19227,12048,12424,6784,8116,11899,NA,NA,5686,10715,8197,NA,12468,8149,NA,NA,NA,NA
"STU000207",9524,10300,NA,15573,NA,NA,NA,NA,11268,10114,NA,11448,12660,11677,9939,10970,14283,12932,NA,16359,NA,NA,NA,NA,NA,NA,NA,13842
"STU000208",6841,NA,NA,NA,5435,9536,9334,11992,13216,11568,8427,20899,8583,13162,11459,NA,NA,NA,NA,19974,12768,9136,NA,NA,NA,11506,NA,NA
"STU000209",NA,NA,NA,NA,12532,11398,NA,NA,NA,NA,12609,15025,NA,9235,14481,7642,17237,NA,NA,NA,NA,14871,13986,12447,10832,18098,NA,NA
"STU000210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14874,21828,19258,27548
"STU000212",7140,NA,7562,NA,NA,4466,2725,8735,9243,NA,NA,NA,NA,NA,NA,9019,11153,8910,14154,14227,NA,NA,18485,6896,16194,15549,16303,9561
"STU000213",NA,NA,NA,NA,NA,NA,NA,NA,NA,12472,NA,NA,10367,6892,9796,12092,10832,NA,NA,NA,8509,7301,13399,7868,NA,4659,19746,11545
"STU000214",NA,NA,NA,NA,NA,NA,13028,22987,12590,19758,NA,NA,15178,31315,NA,NA,15215,26384,NA,NA,NA,NA,NA,NA,21157,16458,16274,23858
"STU000215",8306,9406,10945,9450,6578,9306,5335,6705,8396,NA,11042,NA,NA,9911,8631,14671,NA,NA,NA,NA,9499,7350,11322,NA,NA,NA,NA,NA
"STU000216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000217",12803,7451,13147,NA,4064,3661,NA,NA,8287,NA,6300,9445,8681,NA,NA,16313,9752,6428,14340,17165,11275,15726,16562,13579,10627,9455,11530,11150
"STU000218",NA,8394,12937,15453,13949,11712,18735,11627,11479,10276,8956,15828,NA,13800,23368,29787,31753,29023,15114,27376,33788,34080,13621,25246,26859,NA,31302,25397
"STU000219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6524,NA,NA,NA,NA
"STU000220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000221",10307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17806,10980,NA,NA,14364,14199,13217,15694,NA,NA,17826,14522,NA,NA,21500,8310
"STU000222",5891,7432,7183,7985,8331,18216,NA,NA,NA,12696,8403,10571,9778,11991,NA,NA,NA,NA,NA,NA,10706,11057,12672,20756,12439,NA,12268,13161
"STU000223",NA,NA,NA,NA,NA,5051,8774,8074,NA,NA,NA,7964,NA,NA,7576,16477,12974,NA,NA,NA,NA,NA,10249,11053,10988,18295,31388,26418
"STU000224",10799,9220,5853,8591,5673,7298,6350,NA,NA,NA,5590,5444,NA,6662,NA,9830,8087,9876,7248,10032,12225,NA,15418,NA,NA,NA,8330,11415
"STU000225",NA,NA,NA,10154,9487,10255,7715,14312,8311,11629,10254,9216,15287,12788,10285,10629,10882,NA,NA,12433,12490,7742,8819,14794,7279,NA,8370,11727
"STU000226",NA,NA,NA,NA,12877,9603,14001,12761,14627,NA,NA,NA,16898,9387,17306,11051,10555,14414,17976,16375,15232,15375,NA,NA,NA,NA,NA,NA
"STU000227",9358,8981,5891,NA,NA,NA,7021,3199,10607,10527,NA,NA,6872,NA,12651,8307,8684,12547,7338,14733,NA,NA,NA,NA,12279,13129,10992,NA
"STU000228",10232,5619,5205,6512,8576,15242,10067,NA,NA,9346,NA,6510,5604,7007,7383,9301,14466,NA,9950,17606,12257,11667,7337,NA,15370,14457,15496,14435
"STU000229",7425,16483,17119,15527,NA,10439,12239,NA,NA,NA,NA,NA,NA,NA,16009,12726,19680,17766,23412,21790,27544,34272,NA,NA,NA,23139,17227,34454
"STU000230",5931,4882,NA,3927,3512,5653,4067,NA,7762,NA,NA,5820,8402,10310,NA,NA,NA,9304,7764,4660,11048,12881,17647,18331,11256,8158,10523,21676
"STU000231",8589,8235,8826,11712,4609,NA,NA,NA,NA,NA,NA,NA,5696,8076,NA,7963,7731,5303,13530,10580,7465,NA,NA,NA,NA,10845,12954,7020
"STU000232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27388,NA,17340,22360,14107,NA
"STU000233",4947,8135,7405,12848,6390,9790,10300,NA,NA,NA,11180,19555,12337,11016,14193,15509,NA,NA,NA,NA,NA,NA,NA,13014,13077,NA,19464,NA
"STU000234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28859,NA,NA,NA,NA,17202
"STU000235",8072,NA,7007,NA,NA,NA,NA,14189,11882,NA,5983,10170,8818,NA,NA,NA,10932,10923,12354,9800,16185,14981,10510,17746,NA,NA,NA,13111
"STU000236",11480,10271,NA,10085,9139,17646,NA,NA,11926,8637,9864,10737,NA,NA,NA,NA,NA,25776,20400,26587,12236,NA,NA,20667,17666,31359,NA,28848
"STU000237",8806,8398,NA,NA,NA,NA,NA,NA,9367,NA,NA,NA,NA,NA,NA,10239,6004,9082,9609,10832,11125,9975,14993,NA,NA,NA,11870,12479
"STU000238",NA,NA,NA,NA,9231,4286,12765,NA,NA,NA,4116,5676,NA,NA,NA,7710,6331,12290,14521,11733,15766,14786,12658,9413,NA,12491,12994,18637
"STU000239",NA,NA,NA,9900,8409,8581,NA,7797,NA,NA,11795,14614,12165,8127,14285,10932,NA,NA,14711,13169,13343,14258,12091,NA,NA,14268,NA,NA
"STU000240",9363,10641,11166,21611,8737,15169,10809,11296,8841,18007,NA,NA,NA,13180,NA,16745,18312,10324,NA,14472,NA,NA,NA,NA,11067,18412,15156,12181
"STU000241",14768,16651,NA,5563,7658,12670,10587,12261,NA,NA,NA,10403,10258,6066,12314,15725,10455,12753,14372,10609,19264,7582,8946,10657,13011,11015,15792,8488
"STU000242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17960,NA,NA,NA,NA,NA,NA,NA,NA,NA,11908,17683
"STU000243",8499,NA,6506,4715,4159,NA,NA,NA,NA,NA,5034,NA,NA,NA,NA,NA,7205,11398,3731,7099,10651,NA,NA,5864,7755,8623,NA,6810
"STU000244",9894,9118,7369,6765,NA,11583,9651,NA,NA,NA,NA,NA,11844,10963,NA,12528,13966,11988,NA,NA,24613,14383,15033,20119,20581,16068,16643,NA
"STU000245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14021,24142,21472,13362,27744,21406,19021,17371,18591,24906,20586,13853,23379,18893,25841
"STU000246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9216,11326,20260,NA,NA,NA
"STU000247",4434,10223,7012,7481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8900,15521,14872,7670,NA,NA,NA,7855
"STU000248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9483,14130,17959,14191,8801,14087,24563,15312,8860,NA,NA
"STU000249",7541,6607,9968,NA,6909,7687,14363,9673,NA,NA,NA,NA,NA,NA,7761,7606,NA,9181,NA,8596,10261,9369,11976,21676,21198,8110,19669,9094
"STU000250",NA,NA,NA,NA,NA,NA,6045,NA,NA,6487,NA,NA,NA,NA,12615,5694,9460,NA,4556,7291,10548,NA,NA,NA,NA,NA,17773,10383
"STU000251",11171,9929,6241,9268,9465,6805,9699,13893,9151,17752,22292,13417,11074,15827,NA,NA,NA,NA,NA,NA,NA,12551,12622,17511,16184,23657,NA,NA
"STU000252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7875,12113,NA,NA
"STU000253",4694,NA,NA,6266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10274,NA,4045,9181,4112,10967
"STU000254",5222,6846,NA,NA,4954,4961,NA,7214,NA,NA,NA,8503,13603,NA,14101,17617,8661,8046,10945,NA,NA,NA,NA,9971,8547,9979,12189,7055
"STU000255",9184,13570,NA,NA,NA,8379,20356,8113,7753,7573,8312,NA,NA,8840,NA,NA,8326,NA,NA,NA,12081,7417,14330,NA,NA,NA,NA,NA
"STU000256",6534,13085,8232,NA,NA,9045,9271,11643,10182,13884,11830,6764,9865,8072,8947,NA,NA,22759,16114,13786,12289,10688,NA,NA,NA,NA,17336,16618
"STU000257",13101,7733,13030,7025,NA,NA,NA,NA,13239,8831,10750,12874,NA,NA,NA,NA,14318,13137,NA,NA,NA,NA,19334,17096,16598,12979,NA,NA
"STU000258",10850,NA,NA,NA,NA,6436,7389,6274,6617,10028,8040,13281,7894,7514,11633,NA,10191,10172,10161,10617,18486,NA,13908,7742,15911,10310,NA,16321
"STU000259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20277,18277,NA,16357,13539,19250,23486,NA,NA,NA,NA,NA,NA,NA,23108,23773,NA,NA
"STU000260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19707,13868,12733,14978,24259,15559,10371,NA,NA
"STU000261",9536,NA,NA,8591,8305,NA,NA,NA,9213,13589,17756,9885,12871,16965,12905,15198,23108,NA,NA,25463,17638,20816,28256,18079,22929,14128,16068,16480
"STU000262",7863,NA,NA,NA,15923,NA,13862,5119,4450,5942,12939,5807,12299,12369,9839,13624,6516,14288,13064,9054,17261,NA,12728,15353,10824,10075,17597,12557
"STU000263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18648,12781,26433,7086,14489,26936,13181,14266,16481
"STU000264",8363,9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,11539,16491,NA,9332,10445,8126,13677,NA,NA,NA,NA,11807,NA,NA,NA,NA,NA
"STU000265",NA,NA,NA,NA,NA,NA,10023,8098,6394,6545,10127,10916,7942,7771,8676,7364,12966,7185,12217,7919,8201,9906,8662,7546,9552,NA,NA,13864
"STU000266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10620,16502,21907,7607,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000267",8229,11552,9707,NA,5749,12139,9473,NA,NA,NA,NA,7675,10162,16814,7317,NA,NA,NA,NA,NA,8390,NA,NA,NA,NA,NA,10560,9288
"STU000268",NA,NA,NA,13990,30346,18838,14594,21308,NA,31279,24362,28485,22205,20217,23917,12258,26415,NA,29353,NA,15749,18233,23082,11725,NA,28681,22520,17012
"STU000269",NA,NA,NA,NA,NA,NA,NA,NA,NA,17710,NA,NA,NA,NA,10951,15597,17696,15451,16354,20315,18492,16883,20420,NA,NA,NA,NA,19214
"STU000270",9444,9977,NA,6093,12101,NA,NA,NA,NA,NA,9217,12377,10041,8304,8734,9143,12797,NA,12072,NA,NA,NA,NA,NA,16136,11003,13743,17567
"STU000271",5292,4491,7947,NA,NA,NA,15678,NA,9184,8443,5579,5598,6025,4204,13850,18342,8154,12077,9457,5530,9752,14558,NA,12706,25531,9729,NA,NA
"STU000272",NA,NA,NA,NA,7580,NA,NA,10822,6380,8038,8563,11731,10136,NA,NA,10711,9638,NA,NA,NA,11888,14298,16447,11048,13391,11845,NA,NA
"STU000273",11071,15779,12835,NA,NA,NA,NA,17389,NA,10990,14709,NA,NA,15374,25513,18499,20733,28662,34176,NA,NA,NA,NA,28744,14561,23249,19359,21168
"STU000274",NA,10551,10465,NA,NA,NA,NA,NA,NA,NA,15103,7803,14760,11052,12088,10918,11388,NA,15665,NA,14228,6548,9524,8960,16573,15107,16740,15151
"STU000275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9314,18703,NA
"STU000276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19488,9200,13842,18127,21315,25613,15025
"STU000277",19181,NA,NA,NA,NA,4899,8268,11324,7616,14686,10537,8582,NA,NA,NA,7198,10743,10825,14233,9440,15341,12528,14515,10672,NA,NA,NA,19821
"STU000278",7517,10185,24995,10008,NA,NA,NA,NA,NA,NA,8516,NA,NA,NA,NA,NA,NA,NA,14375,11310,7787,NA,NA,NA,NA,15514,13274,14447
"STU000279",NA,NA,NA,NA,NA,6120,16085,9926,NA,18147,14898,18954,11728,16818,15859,18134,NA,9934,16960,19092,18358,14500,17798,10161,20769,NA,NA,NA
"STU000280",5490,5113,14509,12514,NA,NA,NA,NA,8960,10512,7762,15839,15508,14796,NA,NA,NA,NA,NA,NA,NA,NA,17995,8036,11490,19801,NA,NA
"STU000281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15082,17610,10371,NA,NA,NA,17565,NA,16669,10334
"STU000282",5128,4341,2537,NA,NA,NA,NA,NA,NA,4685,6731,5290,6934,6402,NA,NA,NA,8833,6223,NA,NA,NA,NA,NA,8373,13739,10118,13281
"STU000283",NA,7595,4715,10180,9328,5337,8207,6665,NA,NA,NA,NA,NA,NA,11250,26510,NA,NA,NA,NA,NA,18199,31716,10982,17116,19297,19691,20847
"STU000284",13143,NA,NA,15802,NA,7959,13760,8749,14342,NA,NA,NA,NA,11316,10477,NA,NA,NA,10898,17503,27973,NA,NA,10933,17841,14355,13847,21577
"STU000285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000286",NA,NA,6652,11313,NA,7712,10562,6459,20851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10898,10276,11537,11930,NA,NA,NA,10556
"STU000287",NA,NA,NA,NA,NA,7980,6850,NA,NA,NA,NA,10532,NA,10072,13046,NA,NA,NA,NA,NA,NA,NA,NA,8411,8063,9489,14732,13732
"STU000288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000289",12810,NA,4525,10339,8029,9087,9029,9686,11039,10688,NA,9111,NA,NA,NA,NA,26335,10731,12057,12950,11118,14814,17014,18895,21818,13977,NA,NA
"STU000290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21206,21328,26149
"STU000291",NA,NA,3732,NA,NA,NA,6866,NA,NA,NA,NA,5029,6584,11356,16285,NA,NA,NA,NA,NA,12488,17634,NA,NA,NA,NA,NA,14736
"STU000292",12519,15369,NA,NA,NA,14971,8389,9197,14928,9516,18794,NA,NA,NA,12783,12225,20423,29828,NA,NA,NA,NA,NA,15949,27309,NA,NA,NA
"STU000293",12130,8005,8721,6835,7496,8284,5929,NA,14645,NA,NA,NA,NA,NA,NA,NA,11101,NA,NA,12326,13167,10647,20132,11233,7380,NA,11975,9383
"STU000294",NA,NA,NA,NA,NA,10361,9685,10194,6901,9438,8236,7115,NA,10536,12899,NA,NA,NA,NA,NA,NA,NA,11134,15333,16795,11754,12488,22581
"STU000295",NA,NA,NA,NA,NA,NA,6658,12003,7623,NA,NA,NA,NA,NA,NA,NA,NA,13777,9804,17759,15788,9908,17336,21908,12542,NA,NA,24090
"STU000296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13595,NA,12734,16918,15572,18054,13868
"STU000297",10063,7853,7000,NA,NA,NA,5462,9294,NA,12075,NA,NA,NA,NA,9876,NA,8621,7629,NA,NA,NA,NA,12069,18421,11309,NA,NA,11715
"STU000298",7184,10196,7189,NA,NA,5314,6787,14675,NA,NA,NA,NA,7687,9786,6220,9117,8630,6400,11929,10052,NA,NA,8224,9020,14513,14078,10351,7720
"STU000299",8769,NA,8384,11369,6086,14976,NA,4786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10897,17734,NA,NA,13207,12870,9631,13297
"STU000300",4389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6314,NA,6733,NA,NA,NA,6866,7626,7300,NA,NA,11969,10296,18385,9247,NA,NA
"STU000301",6921,15232,NA,NA,7350,10526,9801,13523,8228,NA,NA,9332,NA,NA,NA,NA,NA,5387,10694,10130,6151,NA,NA,NA,13971,8669,9611,15505
"STU000302",NA,NA,NA,NA,NA,12669,22447,19679,24374,12294,14023,23477,13783,12122,NA,NA,NA,18696,14767,NA,NA,23632,12891,13735,NA,30845,15576,14579
"STU000303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5275,NA,NA,5614,8830,NA,NA,7146,5848,NA,NA,NA,11772,13532,NA,NA,11759
"STU000304",6630,5672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14940,12945,12003,16596,13272,NA,NA,NA,NA,NA,NA,15053,21092,17293,13779
