"student_id","term_1","term_2","term_3","term_4","term_5","term_6","term_7","term_8","term_9","term_10","term_11","term_12","term_13","term_14","term_15","term_16","term_17","term_18","term_19","term_20","term_21","term_22","term_23","term_24","term_25","term_26","term_27","term_28"
"STU000172","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","CTC","None","None","None","None","None","None","None","None"
"STU000173","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000174","CTC","CTC","CTC","CTC","CTC","CTC","CTC","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","CTC","4YR","4YR","None","None","None","None","None","None","None","None"
"STU000175","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000176","None","None","None","None","CTC","None","CTC","CTC","None","None","CTC","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000177","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000178","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000179","None","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None"
"STU000180","4YR","CTC","4YR","4YR","None","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000181","None","None","None","CTC","CTC","None","CTC","None","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000182","4YR","4YR","None","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000183","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000184","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None"
"STU000185","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000186","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","CTC","None","None","None","None","None","None","None","None"
"STU000187","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000188","None","None","None","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000189","None","None","None","None","None","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000190","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000191","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000192","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000193","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000194","CTC","CTC","CTC","CTC","None","4YR","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000195","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000196","CTC","CTC","CTC","CTC","CTC","None","CTC","CTC","4YR","None","4YR","4YR","4YR","None","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None"
"STU000197","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000198","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","None","None","None","None","None","None","None","None","None"
"STU000199","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000200","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","4YR","4YR","4YR","None","4YR","4YR","4YR","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None"
"STU000201","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000202","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000203","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000204","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000205","None","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000206","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000207","None","None","None","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000208","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000209","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000210","None","None","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000211","4YR","CTC","4YR","None","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","None","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000212","CTC","CTC","CTC","CTC","CTC","4YR","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000213","CTC","CTC","CTC","None","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000214","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000215","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000216","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000217","None","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000218","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000219","CTC","CTC","CTC","None","CTC","CTC","None","CTC","CTC","CTC","None","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000220","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None"
"STU000221","None","None","None","None","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000222","None","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU000223","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None"
"STU000224","None","None","None","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
